Ben je verliefd,1
 Helen vraagt het met een glinstering in haar ogen,1
 Ik weet dat ze dat echt fantastisch zou vinden ik een vaste relatie  Nee meid hou alsjeblieft op,1
 Ik heb een avond en een nacht met de goede man doorgebracht,1
 Hij is geweldig onwijs knap en hij heeft een heerlijk lijf maar het is wederom geen relatiemateriaal hoor,1
 Ik had zelf ook even gedacht dat dit wel eens mr,1
 Right kon zijn na dat eerste uur in het restaurant,1
 Maar toen kwamen er alweer wat dingetjes aan de oppervlakte drijven waar ik op zn zachtst gezegd nerveus van werd,1
 Zo vertelde Brian onder meer dat hij zijn moeder iedere week drie tot vier keer bezoekt,1
 Daar krijg ik enorm de kriebels van,1
 Ik zie mezelf al meerdere keren per week bij mijn schoonmoeder op bezoek gaan zeg hou op,1
 Ze is vast heel aardig maar ik zie mijn eigen moeder nauwelijks,1
 En hij vertelde over zijn schoenentic,1
 Hij had inderdaad een paar waanzinnig mooie schoenen aan maar ik vind dat gewoon niet mannelijk een vent die duurdere stappers aan zijn voeten heeft dan ik,1
 Neemt allemaal niet weg dat hij verder wel heel veel pluspunten had,1
 Hij was redelijk to the point,1
 Ik heb je tijdens het stappen laten lopen mooie vrouw maar vanavond wil ik dat je met mij meegaat naar huis had hij na twee wijntjes gezegd,1
 Heerlijk die directheid,1
 Voor de vorm heb ik nog wat tegengesputterd maar uiteraard ben ik met hem meegegaan,1
 En daar bleek ik in handen te zijn gevallen van een fantastische minnaar,1
 Hij focuste zich volledig op mij ik hoefde alleen maar te genieten,1
 Wat een feest,1
 Nu de mist rondom de nacht een beetje is opgetrokken vind ik het wel apart dat hij zichzelf een beetje weg leek te cijferen,1
 Ach het is toch geen blijvertje,1
 Ik moet er maar niet te lang bij stil staan,1
 Wil jij nog een koffie schat ik kan nog wel een latte gebruiken onderbreekt Helen mijn gedachten,1
Ja heerlijk,1
 Een dubbele espresso graag,1
 Dear filmpje doen vanavond,1
 Hapje eten,1
 Zal ik desnoods je haar verven of invlechten,1
 We kunnen ook een taart bakken,1
 Ik kan wel wat afleiding gebruiken,1
 Ivo heeft zijn bureaustoel naast me geschoven en het valt me nu pas op dat hij er heel moe uitziet,1
 Zijn vraag komt overduidelijk niet uit de lucht vallen,1
 Ja is goed,1
 Gaat het wel met je,1
 Hij kijkt wat moeilijk om zich heen,1
 Nee ik zit niet heel optimaal in mijn vel vandaag,1
 Hoor je vanavond wel,1
 De muren hebben oren hier,1
 Hij wenkt met zijn ogen naar een collega die even verderop betrapt wegkijkt,1
 Ondanks het feit dat Ivo blijkbaar weinig vrolijks te vertellen heeft kijk ik ernaar uit dat we elkaar vanavond zien,1
 We zoeken elkaar steeds vaker op,1
 Ivo schopt zn schoenen uit en krult zich op op mijn bank,1
 Het is net alsof hij er hoort zo naast mijn drieduizend kussens,1
 We hebben vorige week afgesproken dat hij iedere dinsdag bij mij komt eten,1
 Het was vorige week overduidelijk dat hem iets van het hart moest,1
 Ik had me er ik weet niet wat voorgesteld de meest dramatische dingen,1
 Maar de waarheid lag eigenlijk heel erg voor de hand zo erg voor de hand dat ik het niet verwacht had,1
 Ik voel me heel vaak zo eenzaam,1
 Hij zei het en nam direct een enorme slok van zijn wijn alsof hij de woorden weg wilde spoelen,1
 Ik wilde duizend dingen zeggen maar viel volledig stil,1
 Ivo pakte de draad van het gesprek weer op,1
 Niet eenzaam als in zielig eenzaam hoor maar ik zit best wel vaak alleen,1
 Alleen eten alleen tv kijken het is gewoon veel minder leuk,1
 Ik kijk bijvoorbeeld standaard Ik Vertrek met de commentaren van Twitter erbij,1
 Zo heb ik het idee dat er tenminste mensen met mij meekijken,1
 Dat herkende ik,1
 Zo kijk ik bijvoorbeeld Heel Holland Bakt mét Twitter,1
 Nog steeds bleef ik stil en Ivo ratelde door,1
 Dat gevoel dat hij beschreef herkende ik,1
 Ik moet er enerzijds niet aan denken om dag en nacht een man in mijn huis te hebben maar ondanks dat ik een druk leven heb en regelmatig een leuke scharrel aan de haak sla zit ik het gros van de tijd toch echt alleen,1
 En dan pak je Tinder er maar weer bij,1
 Of scroll je je Facebooktijdlijn door iets waar ik ook niet vrolijk van word,1
 Iedereen lijkt daar namelijk zielsgelukkig op de enkeling die meent te moeten melden dat hij buikgriep heeft na,1
 Ik wilde eindelijk een reactie geven op zijn monoloog maar toen voelde ik een traan over mijn wang rollen,1
 Eef,1
 Meid,1
 Je gaat niet janken hoor dan ga ik ook,1
 De serieuze toon van Ivo wisselde razendsnel naar zijn hysterische geluid en samen schoten we al huilend in de lach,1
 We hebben uren en uren gesproken,1
 Over ons leven als single,1
 Over alle mannen die in ons leven komen en gaan waar we nooit mee tot de echte diepgang komen,1
 Twee flessen wijn later omhelsden we elkaar,1
 Ik voel dat wij vrienden voor het leven zijn sprak ik vanuit mijn hart,1
 Laten we er vanaf nu voor elkaar zijn,1
 Kom je in elk geval eens in de week bij mij eten,1
 Blijf je slapen desnoods ik heb nog een logeerkamer die wordt dan van jou,1
 Ik voelde Ivo oprecht geëmotioneerd raken,1
 Ik ken je nog niet zo lang Eef maar ik hou van je echt,1
 Ik neem je aanbod graag aan,1
 Wat gaan wij het leuk hebben samen,1
 Ik krijg een Facebook vriendenverzoek van een man die me heel vaag bekend voorkomt,1
 Frank Steenis,1
 Ik herhaal de naam een paar keer zachtjes en dan weet ik het weer,1
 Frank,1
 Frankie,1
 Daar heb ik mee in de brugklas gezeten,1
 We waren allemaal verliefd op hem totdat hij van de ene op de andere dag op mysterieuze wijze van school verdween   Een vriendenverzoek van Frank Steenis,1
 Ik denk dat ik al 30 jaar niet meer aan die jongen gedacht heb,1
 Ik heb het verzoek vanmorgen pas geaccepteerd,1
 Nooit te happig zijn is mijn credo hoewel ik bijna uit elkaar klapte van nieuwsgierigheid afgelopen weekend,1
 Helen zat een klas boven mij en wist zich niets meer van Frank of Frankie zoals wij hem noemden te herinneren Schat brugpiepers daar kijk je toch niet naar als je AL in de tweede zit,1
 Ik heb de fotoboeken van toen er bij gepakt en kwam hem op een incidentele foto tegen,1
 Je moet het natuurlijk allemaal in de tijdsgeest zien maar het is niet te missen dat het een knappe jongen was,1
 Hij had halflang krullend haar dat kon toen gewoon en brutale kop met felle ogen,1
 Hij was ook heel brutaal maar wel op een leuke manier,1
 Hij durfde gewoon heel veel,1
 En hij was grappig een allemansvriend,1
 De meeste meiden hadden een flinke crush op hem en ik deed daar niet voor onder,1
 Maar ja ik kwam net van de basisschool ik vond het al spannend om mijn vinger in de klas op te steken laat staan zon leuke jongen aan te spreken,1
 Ik bewonderde hem van afstand,1
 Dat hij blijkbaar mijn naam heeft onthouden vind ik vrij bizar,1
 Ik heb zojuist door zijn fotos gescrold het lange haar is eraf maar als je goed kijkt zie je nog steeds die leuke jongen van toen,1
 Aan de beelden te zien is het een enorme single met extreme reislust,1
 Het lijkt wel of hij geen plek op aarde heeft overgeslagen,1
 Heel af en toe zie ik hem met een vrouw maar ik krijg niet de indruk dat hij daar een relatie mee heeft,1
 Ik zie in elk geval geen een vrouw regelmatig terugkomen,1
 En geen kinderen constateer ik tevreden,1
 Dat maakt het allemaal ook een stuk makkelijker,1
 Maar nu het eerste contact,1
 Ik kan wel weer onderkoeld niet reageren maar ik kan ook gewoon het gesprek openen,1
 Why not,1
 Hey,1
 Frankie Jeetje ik moest echt even nadenken maar ik ben er weer hoor Eerste klas havo,1
 Waar was je nou ineens joh,1
 Gespannen kijk ik naar mijn beeldscherm waar te zien is hoe het bericht gelezen is,1
 En dan wordt er iets getypt,1
 Ik spring op om een kop koffie te halen,1
 Als ik terug ben is hij uitgetikt,1
 Hey Eva,1
 Lang verhaal,1
 Vertel ik je graag een keer maar dan wel face to face,1
 Wat doe jij tegenwoordig,1
 Vast getrouwd een zoon en een dochter en een labrador,1
 Ik schiet in de lach,2
 Hij moest eens weten,1
 Meid hij is prachtig spreek nou wat met hem af,1
 Ivo vindt het verhaal over Frankie maar wat interessant,1
 Ik wil ook zeker wel met hem afspreken maar nog niet meteen deze week,1
 Gek genoeg krijg ik echt een beetje zenuwen als ik aan hem denk,1
 Zon jeugdliefde hakt er toch in merk ik,1
 Op onze eerste date wil ik me een beetje kunnen voorbereiden,1
 Ik klap mijn laptop dicht en spreek Ivo streng toe,1
 Af jij,1
 Ik plan voor volgende week iets met hem in beloofd,1
 Maar nu nu,1
 Wat gaan we doen,1
 Blijven we hier de hele avond op de bank hangen,1
 Of gaan we nog ergens een borrel doen,1
  Morgenochtend heb ik afgesproken met Frank,1
 We gaan koffie drinken daar stond hij op,1
 Doe mij maar een date ergens in de avond dan kan ik tenminste een wijntje bestellen om de zenuwen een beetje te onderdrukken,1
 Daarbij kan ik s avonds makkelijker uitpakken met een goede outfit,1
 Nu is het toch een beetje gek als je helemaal dress to impress ergens komt binnenwandelen,1
 Ik sta al een kwartier voor mijn kledingkast en heb geen flauw idee wat ik zal aantrekken,1
 Ik app Ivo mijn enorme dilemma,1
 En misschien is het dus voor Frank helemaal geen date schiet het ineens door mijn hoofd,1
 Gewoon even bijkletsen met een oudklasgenoot meer niet,1
 Wát een onzekerheid zeg zo ken ik mezelf helemaal niet,1
 Ik zie dat Ivo mijn berichtje gelezen heeft en al wat terug tikt,1
 Kleding is bijzaak,1
 Je haar moet goed zitten,1
 Ga nog even naar de kapper,1
 Hij had het inderdaad vorige week ook al over mijn uitgroei,1
 Hè jeetje die tip maakt het er allemaal niet heel veel relaxter op,1
 Niet veel later heb ik mijn kapster aan de telefoon die ik ervan kan overtuigen dat ze mij er vanavond tussen plant,1
 Ik gris mijn jas van de kapstok pak mijn tas en haast me de deur uit,1
 Nu nog even snel boodschappen doen en wat mooie nieuwe makeup kopen,1
 Geeft ook altijd wel een fijn gevoel,1
 En dan gaan we morgen gewoon voor de beste jeans een mooie witte blouse en een hip jasje denk ik tevreden,1
 Keurig op tijd ben ik op de afgesproken locatie,1
 Een hippe koffiebar in OudWest er staat om het plaatje compleet te maken ook zon zotte vent met een leren schort en een knot op zijn hoofd achter de bar ingewikkeld te doen met het espressoapparaat,1
 Ik word altijd wat lacherig van zulke poppenkast,1
 Ik wil onopgemerkt een foto van deze karikatuur maken maar dan zwaait de deur open,1
 Ik herken hem meteen maar weet niet of dat nou de herkenning van toen of van de fotos op Facebook is,1
 Hij is heel lang op een goede manier breed dus niet zo sportschoolbreed of opgepompt maar gewoon lekker mannelijk groot en hij heeft een wat geleefd hoofd,1
 Bruine kleur best wel wat rimpels,1
 Maar men wat is ie sexy,1
 Nog voor hij mij in de gaten heeft loopt hij joviaal op de man met de knot achter de bar af,1
 Ze geven elkaar een ferme handdruk en wisselen kort wat woorden uit,1
 Oh wat ben ik blij dat ik dat gezien heb,1
 Het zou echt iets voor mij zijn om direct in de enorme zenuwen een roddelsessie over de knot te beginnen de knot die hij dus blijkbaar persoonlijk kent,1
 Misschien is het wel een goede vriend,1
 Mijn ademhaling is hoog en mijn hart klopt in mijn keel,1
 Als hij mij ziet breekt er een lach door op zijn gezicht,1
 Shit ook nog van die mooie witte tanden,1
 Zou dit dan mijn Mr,1
 Right zijn,1
  De spanning was vanaf het begin om te snijden,1
 Maar niet vervelend integendeel,1
 Het is zon leuke fantastische spanning,1
 Dat je je van alles wat je doet bewust bent,1
 Ik heb bijvoorbeeld een poging gedaan mijn latte macchiato zo charmant mogelijk op te drinken,1
 Niet te doen,1
 Waar ik normaal zon glas aan mijn mond zet en de melksnor op de koop toe neem deed ik nu mijn uiterste best om er beeldschoon bij te blijven zitten,1
 Man wat was ie leuk geworden,1
 Als Frankie was ie al waanzinnig aantrekkelijk maar deze volwassen Frank was het echt geweldig,1
 Ik heb er normaal geen enkele moeite mee om gesprek op gang te houden maar dit keer hoefde ik niets te doen,1
 Frank zat boordevol mooie reisverhalen en het was ronduit heerlijk om naar hem te luisteren,1
 Uiteraard vroeg ik hem waarom hij destijds ineens verdwenen was,1
 Niemand wist waarom Frankie niet meer terugkwam op school,1
 Hij praatte er omheen en ik merkte dat het een pijnpunt was,1
 Snel stuurde ook ik het gesprek een andere richting op,1
 Ik wilde de sfeer niet bederven ik zou het wel horen,1
 We hebben anderhalf uur vrijwel nonstop gepraat,1
 Daarna nam ik met volle blaas van alle koffie afscheid van hem,1
 Hij sloeg zijn enorme armen om mij heen en trok me dicht tegen zich aan,1
 Jeetje wat was dit gezellig Eef,1
 Ik heb je echt gemist,1
 Hoewel ik het fantastisch vond klinken vond ik het ook wel een beetje vreemd,1
 Hij mij gemist,1
 Alsof we vroeger van die dikke vrienden waren,1
 Ik liet het maar zo en genoot van zijn omhelzing,1
 Ik voelde ondanks de vlinders geen enkele drang om hem te zoenen,1
 En hij blijkbaar ook niet want ineens liet hij mij los en zocht hij met zijn ogen zijn fiets,1
 Spreken we nog een keer af,1
 Ik vroeg het voorzichtig bang dat hij nee zou zeggen,1
 Wat denk jij,1
 Ik ben dit weekend hartstikke druk maar daarna neem ik contact met je op,1
 Na het weekend dat is dus nu,1
 Ik zit al ruim een halve dag op mijn werk en check om de zoveel minuten mijn telefoon,1
 Het blijft akelig stil,1
 Hij heeft nog niet gebeld,1
 Ivo verklaart mij voor gek dat ik niet zelf het initiatief neem,1
 Ik had dat normaal gesproken ook allang gedaan maar ik wil zeker weten of hij mij ook de moeite waard vindt,1
 Weer check ik mijn telefoon,1
 Weer niets althans niets van Frank,1
 En net op het moment dat ik deze date wil parkeren in de categorie hopeloos wordt er een bos bloemen op mijn bureau gezet,1
 Met een kaartje,1
 Dear Eef ik lig al de hele week met onwijze keelontsteking op bed,1
 Ik wil je op deze manier laten weten dat ik onze koffiedate geweldig vond,1
 En voor herhaling vatbaar,1
 Ik smelt   We zitten allebei op de bank met onze telefoons in onze handen,1
 Tussen ons in een bak chips op tafel twee glazen wijn,1
 Wat hebben we het fijn hè vriendin kirt Ivo,1
 Ik moet lachen,2
 Het is ook echt heel fijn dat hij er is,1
 Het voelt zo vertrouwd ik zou makkelijk met deze man kunnen samenwonen hoewel ik op geen enkele manier verliefd op hem zou kunnen worden,1
 Ik zit wat te appen met Helen en Frank en Ivo heeft ook weer ergens een scharrel opgedoken,1
 Geen relatiemateriaal puur voor de seks zei hij zojuist nog stellig,1
 Ik zie hem ook nog niet zo snel een vaste vriend krijgen,1
 Als Frank en jij getrouwd zijn houden we deze avondjes er wel in hè,1
 In een flits stel ik het me voor,1
 Ik zie hem lopen in een prachtig pak blote voeten ergens op een strand,1
 En ik dan met zon prachtige lange jurk bloemen in mijn haar  Maar terwijl ik het beeld in volle heftigheid tot me door laat dringen voel ik alweer onrust,1
 Trouwen is niets voor mij,1
 Schat maak je geen zorgen ik ga niet trouwen ik ga niet eens samenwonen,1
 Ik heb het nog niet uitgesproken of de bel gaat,1
 We kijken elkaar verbaasd aan,1
 Heb jij pizza besteld,1
 vraagt Ivo,1
 Ik loop naar de voordeur en zie door het kijkgat dat Roy voor de deur staat,1
 Ik ben ineens zo klaar met die man,1
 Ik open de deur half en zet een wat verstoord gezicht op,1
 Hey ben je druk opent hij het gesprek,1
 Ik knik,3
 Ja eigenlijk wel,1
 Ik heb bezoek,1
 Ik kijk erbij alsof het bezoek en ik het heel spannend hebben samen Roy moest eens weten dat er een hysterische gay op mijn bank zit te appen met een potentiële nieuwe bedpartner,1
 Ik zie de teleurstelling op zijn gezicht,1
 Ow oké,1
 Ik bel je morgen wel even,1
 Ik knik instemmend en sluit de deur,1
 Iets zegt mij dat hij morgen helemaal niet meer gaat bellen,1
 Leuk huis heb je,1
 Frank staat voor een muur waar ik allemaal reisfotos heb opgehangen,1
 Hij herkent vrijwel alle plekken en ik merk dat ik erover fantaseer om met hem weg te gaan,1
 Ik ga naast hem staan en zou het liefst even tegen hem aankruipen,1
 Of hem zoenen,1
 Het verbaast mij dat hij daar nog helemaal geen initiatief toe heeft genomen maar tegelijkertijd vind ik het ook wel prettig,1
 Deze spanning kan mij niet lang genoeg in de lucht blijven hangen,1
 Hoewel ergens zou een beetje ontlading ook geen kwaad kunnen,1
 Ik heb veel aan je gedacht toen ik ziek was zegt hij dan ineens,1
 Verrast kijk ik op,1
 Aan mij,1
 Frank knikt en wordt een beetje rood,1
 Ik ben zo ontzettend blij met ons contact,1
 Ik had mijn middelbare schooltijd weggestopt,1
 Als iets dat niet meer mocht bestaan,1
 Maar zo werkt het in de praktijk gewoon niet je wist je verleden niet zomaar uit,1
 Ik weet niet zo goed wat ik met zijn cryptische tekst aan moet maar nog voor ik de tijd krijg er over na te denken zoent hij me,1
  Ik ben doodmoe en kan mijn ogen op mijn werk amper open houden,1
 Het is al een paar collegas opgevallen ze vragen allemaal wat ik heb uitgespookt het weekend,1
 Nou niet veel geslapen in elk geval,1
 Frank is tot gisterenavond laat gebleven en we zijn sinds vrijdagavond het bed amper uit geweest,1
 Ik dacht dat ik aardig wat ervaren mannen had getroffen maar Frank steekt er met kop en schouders bovenuit,1
 Na de eerste zoen barstte het vuur los,1
 Frank is heel passievol en ontzettend lief tegelijk,1
